id,name,description,github_url,website_url,stars,last_updated,tags,platforms,license,origin_country,language,country_code,is_archived,owner_type,avatar_url,latest_release_tag,latest_release_at,pricing_type,is_self_hosted
067a28ad-8637-447d-a0d7-b5e40e230495,Malak,"Open source platform for managing investor updates, KPIs, fundraising pipeline and data rooms. Keep stakeholders informed and organized.",https://github.com/ayinke-llc/malak,https://malak.vc,59,2026-06-26 08:16:29.459,,,['AGPL-3.0'],United States,['Go'],US,False,Organization,https://img.logo.dev/malak.vc?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.9.13,2026-01-14T10:40:41Z,Freemium,True
06813ecb-f19d-410c-9b07-d3ec272793a7,Roo Code,"Open-source AI coding assistant with multi-file editing, agentic workflows, and model flexibility. Transform your VS Code into an intelligent development environment.",https://github.com/roocodeinc/roo-code,https://roocode.com,24278,2026-06-26 08:16:29.459,,,['Apache-2.0'],Global,['TypeScript'],UN,True,Organization,https://img.logo.dev/roocode.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.54.0,2026-05-15T17:52:24Z,Freemium,False
0683dff4-628a-4cba-a5de-cf3ecea4bcc8,Mem0,"Universal memory layer for LLM applications that learns from user interactions, reduces token costs by 80%, and delivers personalized AI experiences.",https://github.com/mem0ai/mem0,https://mem0.ai,59481,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['Python'],US,False,Organization,https://img.logo.dev/mem0.ai?token=pk_MauVQceUSgaLrE87BqU4Kw,ts-v3.0.10,2026-06-24T14:52:47Z,Freemium,True
068887bf-0c34-46fd-b070-5ec030cbc9af,MdBook,Create books with Markdown using Rust.,https://github.com/rust-lang/mdBook,https://rust-lang.github.io,21868,2026-06-26 08:16:29.459,,,['MPL-2.0'],United States,['Rust'],US,False,Organization,https://img.logo.dev/rust-lang.github.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.5.3,2026-05-19T23:03:26Z,Free,False
0699e644-391a-4ab6-a862-923d21f11b38,Zettlr,From idea to publication in one app.,https://github.com/Zettlr/Zettlr,https://www.zettlr.com,13203,2026-06-26 08:16:29.459,,,['GPL-3.0'],Germany,['TypeScript'],DE,False,Organization,https://img.logo.dev/zettlr.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v4.6.0,2026-06-14T11:15:05Z,Free,False
06b7a75c-be20-4ab4-a744-1c92cf2c92a4,Lingo.dev,Transform your app into a global product with AI-powered localization that integrates directly into your development workflow. Supports 83+ languages with Git-native automation.,https://github.com/lingodotdev/lingo.dev,https://lingo.dev,5404,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/lingo.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,lingo.dev@0.137.5,2026-06-22T15:42:39Z,Freemium,False
06d729ec-8699-4831-b133-13232bda660c,Hello HTTP,"A cross-platform HTTP client for testing REST APIs, WebSocket, GraphQL and gRPC endpoints.",https://github.com/sunny-chung/hello-http,,114,2026-06-26 08:16:29.459,,,['Apache-2.0'],,['Kotlin'],,False,User,https://img.logo.dev/github.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.9.0,2026-03-23T14:43:43Z,Free,False
06f0b383-875d-4d6c-92e9-a4fd3dcb8976,Plakar,"Backup solution with CLI, API and UI interfaces. Clean defaults, easy deployment. Encrypted, queryable backups with deduplication and compression.",https://github.com/plakarkorp/plakar,https://plakar.io,1864,2026-06-26 08:16:29.459,,,['ISC'],France,['Go'],FR,False,Organization,https://img.logo.dev/plakar.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.1.3,2026-06-16T08:19:44Z,Paid,True
06fccfda-6369-41ce-b210-ee2a1feb1714,refinery,Reduce hallucinations in GenAI by structuring your data.,https://github.com/code-kern-ai/refinery,https://www.kern.ai,1470,2026-06-26 08:16:29.459,,,['Apache-2.0'],Germany,['Python'],DE,False,Organization,https://img.logo.dev/kern.ai?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.15.0,2024-06-13T15:12:02Z,Free,False
071a8831-d597-45ea-bb49-136605dc60f2,Grouparoo,Syncs data between your warehouse and cloud tools.,https://github.com/grouparoo/grouparoo,https://www.grouparoo.com,775,2026-06-26 08:16:29.459,,,['MIT'],Global,['JavaScript'],UN,True,Organization,https://img.logo.dev/grouparoo.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.9.0,2022-04-08T02:48:04Z,Freemium,True
072d5055-e9ce-4fcf-900c-cf0f26d055df,Donetick,"Organize tasks and chores with intelligent scheduling, fair assignment, and collaboration features. Perfect for families and teams with smart notifications.",https://github.com/donetick/donetick,https://donetick.com,2293,2026-06-26 08:16:29.459,,,['AGPL-3.0'],United States,['Go'],US,False,Organization,https://img.logo.dev/donetick.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.1.75,2026-04-13T23:56:45Z,Free,True
074a39b5-ac70-4f86-9ef6-8f1be8543a12,Trench,"Open source analytics platform built on ClickHouse and Kafka, offering high-speed event tracking and real-time querying capabilities.",https://github.com/FrigadeHQ/trench,https://trench.dev,1638,2026-06-26 08:16:29.459,,,['MIT'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/trench.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,trench-js@0.0.17,2024-12-04T02:44:44Z,Free,True
07654f3b-4b29-4021-9fec-447bb7b85eaa,Hyperswitch,"A unified payment infrastructure that connects multiple payment processors through a single API integration, enabling global payment processing",https://github.com/juspay/hyperswitch,https://hyperswitch.io,43128,2026-06-26 08:16:29.459,,,['Apache-2.0'],India,['Rust'],IN,False,Organization,https://img.logo.dev/hyperswitch.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.123.1,2026-05-19T14:14:17Z,Paid,True
078ccb1c-9fd7-4836-8e2f-e9b48d26a13b,ERPNext,"ERPNext is an open source integrated Enterprise Resource Planning platform aimed at small and medium sized businesses. It assists companies with accounting, human resource management, purchase, sales, inventory, CRM, administration, project and task management, manufacturing etc.",https://github.com/frappe/erpnext,https://erpnext.com/,36075,2026-06-26 08:16:29.459,,,['GPL-3.0'],India,['Python'],IN,False,Organization,https://img.logo.dev/erpnext.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v16.25.0,2026-06-24T10:43:45Z,Free,True
07ae78b0-5cf8-4494-aeb0-975042bd9dac,MeshCentral,Complete web-based remote monitoring and management solution.,https://github.com/Ylianst/MeshCentral,https://www.meshcommander.com,6777,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['HTML'],US,False,User,https://img.logo.dev/meshcommander.com?token=pk_MauVQceUSgaLrE87BqU4Kw,1.2.1,2026-06-24T16:42:44Z,Paid,True
07cf3dfa-0fbf-4b08-8232-9f1984d73443,Opentoonz,Full-featured open-source 2D animation creation tool.,https://github.com/opentoonz/opentoonz,https://opentoonz.github.io,7294,2026-06-26 08:16:29.459,,,['Unknown'],Italy,['C++'],IT,False,Organization,https://img.logo.dev/opentoonz.github.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.8.0,2026-06-19T06:16:15Z,Free,False
080145aa-c60b-4e67-8a6b-3a4c9cc45106,Databend,"Databend is an open-source, elastic cloud data warehouse built for high-performance analytics and seamless integration with popular data tools.",https://github.com/datafuselabs/databend,https://databend.com,9356,2026-06-26 08:16:29.459,,,['Unknown'],Global,['Rust'],UN,False,Organization,https://img.logo.dev/databend.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.2.881,2026-04-17T08:01:42Z,Freemium,True
0818ce84-e6e8-4727-a40b-1f4b3b8521ca,Filegator,"Self-hosted, open-source file manager.",https://github.com/filegator/filegator,https://filegator.io,3020,2026-06-26 08:16:29.459,,,['MIT'],Global,['PHP'],UN,False,Organization,https://img.logo.dev/filegator.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v7.14.3,2026-05-22T07:05:30Z,Free,True
081bfbe6-ff75-4bfe-b760-fa2c6c4a1c3d,Peppermint,Open-source ticket management and help desk.,https://github.com/Peppermint-Lab/peppermint,https://peppermint.sh,3138,2026-06-26 08:16:29.459,,,['Unknown'],United Kingdom,['TypeScript'],GB,False,Organization,https://img.logo.dev/peppermint.sh?token=pk_MauVQceUSgaLrE87BqU4Kw,0.5.5,2024-11-14T23:42:34Z,Free,True
0859dc3d-0e52-43fc-b6a1-e74f06ef6d40,Lightpanda,Purpose-built headless browser that delivers 10x faster performance and 10x lower memory usage compared to Chrome headless for web automation and AI workflows.,https://github.com/lightpanda-io/browser,https://lightpanda.io,31431,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['Zig'],UN,False,Organization,https://img.logo.dev/lightpanda.io?token=pk_MauVQceUSgaLrE87BqU4Kw,nightly,2024-07-16T10:45:32Z,Paid,True
08725162-7a9a-4c43-a2df-cbf965ba784b,Dokploy,Streamline your deployment process with Dokploy. Manage applications and databases on any VPS using Docker and Traefik for improved performance and security.,https://github.com/dokploy/dokploy,https://dokploy.com,35141,2026-06-26 08:16:29.459,,,['Unknown'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/dokploy.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.29.8,2026-06-08T15:29:47Z,Freemium,True
0880d2db-8c56-46ad-a34f-2beeb141106e,Wealthfolio,"Wealthfolio is a simple, secure desktop app for tracking investments and managing your wealth without compromising data privacy.",https://github.com/afadil/wealthfolio,https://wealthfolio.app,7672,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Canada,['Rust'],CA,False,Organization,https://img.logo.dev/wealthfolio.app?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.5.3,2026-06-26T00:59:18Z,Free,True
088ed669-e7f5-47ea-b289-bc68cf5c887d,CiviCRM,CiviCRM: Manage relationships for non-profits.,https://github.com/civicrm/civicrm-core,https://github.com,751,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['PHP'],UN,False,Organization,https://img.logo.dev/github.com?token=pk_MauVQceUSgaLrE87BqU4Kw,6.13.2,2026-04-23 04:48:27+00,Freemium,True
089db656-7425-4b1b-9528-f90a588715d7,Freeter,"Organize projects, tasks, and resources in customizable workspaces. Boost productivity with a unified interface for all your work.",https://github.com/freeterapp/freeter,https://freeter.io,1006,2026-06-26 08:16:29.459,,,['GPL-3.0'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/freeter.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.8.0-beta,2026-05-19T12:54:26Z,Freemium,True
08bb3ace-f195-4368-93e7-6501af2dfdf8,UniBee,"Replace expensive billing solutions with open-source software. Automate subscriptions, accept multiple payments including crypto, and gain real-time revenue insights.",https://github.com/unibee-billing/unibee,https://unibee.dev,201,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,[],UN,False,Organization,https://img.logo.dev/unibee.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.9.0,2026-01-06T12:09:53Z,Free,True
08d86528-7bed-41a3-b94a-0cf464272db2,Reaction Commerce,"Node.js, React, GraphQL-based commerce platform.",https://github.com/reactioncommerce/reaction,http://www.reactioncommerce.com,12409,2026-06-26 08:16:29.459,,,['GPL-3.0'],,['JavaScript'],US,False,Organization,https://img.logo.dev/reactioncommerce.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v5.0.0,2023-06-13T10:08:02Z,Freemium,True
08deeeab-50b0-4e85-9dc0-679510e150fa,Tracim Teamwork,"Centralize messages, files, tasks, and knowledge for seamless teamwork.",https://github.com/tracim/tracim,https://www.tracim-teamwork.com,272,2026-06-26 08:16:29.459,,,['Unknown'],France,['Python'],FR,False,Organization,https://img.logo.dev/tracim-teamwork.com?token=pk_MauVQceUSgaLrE87BqU4Kw,release_04.12.00,2024-12-23T13:51:11Z,Paid,True
08f3ddbc-5d9f-446b-8e98-7b09a64e273d,Justnote,Justnote is a secure note-taking app that lets you easily create and sync notes across devices while maintaining full control of your data.,https://github.com/stxapps/justnote-client,https://justnote.cc,67,2026-06-26 08:16:29.459,,,['GPL-2.0'],Global,['TypeScript'],UN,False,User,https://img.logo.dev/justnote.cc?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Freemium,True
08f8e5a6-9757-48ae-bae2-fabf22f0d36f,Reflet,"Collect feedback, prioritize with AI-powered voting, and share transparent roadmaps. Build products users love with automated triage and seamless integration.",https://github.com/damien-schneider/reflet,https://www.reflet.app,25,2026-06-26 08:16:29.459,,,['Unknown'],Global,['TypeScript'],UN,False,User,https://img.logo.dev/reflet.app?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Freemium,True
092ca7a6-1449-4ca1-aa48-84d7fee3e1e4,UnoPim,"Open source product information management system that helps businesses centralize, enrich, and distribute product data consistently across multiple sales channels.",https://github.com/unopim/unopim,https://unopim.com,10462,2026-06-26 08:16:29.459,,,['MIT'],India,['PHP'],IN,False,Organization,https://img.logo.dev/unopim.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.1.5,2026-06-15T15:29:46Z,Freemium,True
0939080f-9f5e-42c2-854b-fb5928993995,Openpilot,openpilot enhances your car's driver assistance.,https://github.com/commaai/openpilot,https://comma.ai,61600,2026-06-26 08:16:29.459,,,['MIT'],United States,['Python'],US,False,Organization,https://img.logo.dev/comma.ai?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.11.1,2026-06-05T16:15:25Z,Free,True
09930089-b6f0-476a-bcde-a30962fd5536,Captable,"Comprehensive cap table software for startups to manage equity, track ownership, and facilitate fundraising with real-time insights and compliance tools.",https://github.com/captableinc/captable,https://captable.inc,816,2026-06-26 08:16:29.459,,,['AGPL-3.0'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/captable.inc?token=pk_MauVQceUSgaLrE87BqU4Kw,0.0.5,2024-06-23T08:22:26Z,Freemium,True
09b10f17-1f5f-438b-bc5d-0d72a378071e,StackStorm,Automate operations with ready-made integration packs.,https://github.com/StackStorm/st2,https://exchange.stackstorm.org,6493,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['Python'],US,False,Organization,https://img.logo.dev/exchange.stackstorm.org?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.9.0,2026-01-12T05:44:00Z,Paid,True
09b30586-eda7-4f35-8d90-965f97cca061,InfluxDB,"High-performance database optimized for collecting, storing, and analyzing time-stamped data in real-time across cloud, on-premises, or edge environments.",https://github.com/influxdata/influxdb,https://www.influxdata.com,31597,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['Rust'],US,False,Organization,https://img.logo.dev/influxdata.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.10.0,2026-06-17T21:13:41Z,Freemium,True
09b53bd8-6322-4900-b455-c911d10c143b,LinearMouse,"Customize scrolling direction, pointer acceleration, pointer speed, and more for your mouse and trackpad.",https://github.com/linearmouse/linearmouse,https://linearmouse.app,6388,2026-06-26 08:16:29.459,,,['MIT'],Global,['Swift'],UN,False,Organization,https://img.logo.dev/linearmouse.app?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.11.2,2026-05-09T12:26:07Z,Free,False
0a05dc49-a491-414f-a0b3-1b468fff4bf5,Your Next Store (YNS),"Fast, modern e-commerce with instant setup and full customization. Powered by Stripe for seamless transactions.",https://github.com/yournextstore/yournextstore,https://go.openalternative.co/yns,5441,2026-06-26 08:16:29.459,,,['MIT'],United States,['MDX'],US,False,Organization,https://img.logo.dev/go.openalternative.co?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.0.0,2026-01-26T13:24:31Z,Free,True
0a1dbe25-5812-479d-a6ce-b68a914845cd,KeystoneJS,"A powerful, customizable content management system and application framework built on Node.js, GraphQL, and React",https://github.com/keystonejs/keystone,https://keystonejs.com,9899,2026-06-26 08:16:29.459,,,['MIT'],Australia,['TypeScript'],AU,False,Organization,https://img.logo.dev/keystonejs.com?token=pk_MauVQceUSgaLrE87BqU4Kw,2026-03-19,2026-03-20T00:04:21Z,Freemium,True
0a3850e0-3ae1-46cd-89b5-f494f6ac484a,Pirsch,"Powerful, cookie-free analytics compliant with GDPR, CCPA, and PECR.",https://github.com/pirsch-analytics/pirsch,https://pirsch.io,1027,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Germany,['Go'],DE,False,Organization,https://img.logo.dev/pirsch.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v6.28.3,2026-04-29T13:27:34Z,Freemium,False
